audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
advtest_only_l2_042,advtest_only_l2,advtest,scene-0036_frame17::barrier15|barrier12|barrier24,scene-0036_frame17,barrier15|barrier12|barrier24,converge,228,75,"What barrier is to the front of barrier15 and to the front of pedestrian11, and to the front of truck1, and to the back of barrier24?",barrier12,"The barrier in front of barrier15, pedestrian11, truck1, and barrier24 is a construction barrier.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_043,advtest_only_l2,advtest,scene-0036_frame19::pedestrian4|pedestrian1|truck1,scene-0036_frame19,pedestrian4|pedestrian1|truck1,converge,281,30,"Which pedestrian can be found to the front left of barrier16 and to the front left of truck1, and to the back left of pedestrian4?",pedestrian1,"The pedestrian can be found to the front left of barrier16 and to the front left of truck1, and to the back left of pedestrian4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_044,advtest_only_l2,advtest,scene-0092_frame39::barrier37|barrier41|pedestrian5,scene-0092_frame39,barrier37|barrier41|pedestrian5,converge,398,194,"There is a barrier to the front left of pedestrian5 and to the front of truck1, and to the front left of barrier37, and to the front of barrier15; what is it?",barrier41,The barrier in the image is a metal fence.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame39_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_045,advtest_only_l2,advtest,scene-0036_frame17::barrier16|barrier15|pedestrian2,scene-0036_frame17,barrier16|barrier15|pedestrian2,converge,214,66,"What barrier is to the back of barrier12 and to the front of pedestrian2, and to the back right of barrier27, and to the front right of barrier16?",barrier15,The barrier is a white and orange barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_046,advtest_only_l2,advtest,scene-0102_frame39::car1|pedestrian13|pedestrian4,scene-0102_frame39,car1|pedestrian13|pedestrian4,converge,825,28,"What pedestrian is to the front of car1 and to the front of pedestrian4, and to the front left of pedestrian12?",pedestrian13,"The pedestrian is to the front of car1 and to the front of pedestrian4, and to the front left of pedestrian12.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_047,advtest_only_l2,advtest,scene-0092_frame20::car2|car9|pedestrian2,scene-0092_frame20,car2|car9|pedestrian2,converge,333,87,"There is a car to the front of car2 and to the back of pedestrian2, and to the back of car10, and to the front of car5; what is it?",car9,The car is a white truck.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame20_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_048,advtest_only_l2,advtest,scene-0018_frame39::pedestrian5|truck1|pedestrian6,scene-0018_frame39,pedestrian5|truck1|pedestrian6,converge,69,108,"There is a truck to the back right of pedestrian5 and to the back of pedestrian6, and to the front right of truck2; what is it?",truck1,The truck is a delivery truck.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_049,advtest_only_l2,advtest,scene-0099_frame35::ego|barrier21|pedestrian7,scene-0099_frame35,ego|barrier21|pedestrian7,converge,602,60,"There is a barrier to the back of barrier19 and to the back of pedestrian7, and to the back right of ego, and to the back of barrier7, and to the front of barrier11; what is it?",barrier21,It is a barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_050,advtest_only_l2,advtest,scene-0102_frame39::pedestrian2|pedestrian10|pedestrian4,scene-0102_frame39,pedestrian2|pedestrian10|pedestrian4,converge,823,14,"There is a pedestrian to the front left of car1 and to the front of pedestrian2, and to the front of pedestrian4; what is it?",pedestrian10,It is a traffic light.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
advtest_only_l2_051,advtest_only_l2,advtest,scene-0094_frame7::car9|barrier2|ego,scene-0094_frame7,car9|barrier2|ego,converge,426,23,Which barrier can be found to the front of car9 and to the front of ego?,barrier2,A traffic light can be found to the front of car9 and to the front of ego.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0094_frame7_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_052,advtest_only_l2,advtest,scene-0099_frame35::car15|barrier12|pedestrian6,scene-0099_frame35,car15|barrier12|pedestrian6,converge,601,6,"What barrier is to the back of car15 and to the front right of pedestrian6, and to the back left of pedestrian2, and to the front of barrier3, and to the back of barrier18?",barrier12,The barrier is a construction barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_053,advtest_only_l2,advtest,scene-0102_frame31::pedestrian24|pedestrian32|pedestrian34,scene-0102_frame31,pedestrian24|pedestrian32|pedestrian34,converge,756,6,"Identify the pedestrian located to the front of pedestrian24 and to the back of pedestrian3, and to the front of pedestrian34, and to the back of ego.",pedestrian32,"The pedestrian is located to the front of pedestrian24 and to the back of pedestrian3, and to the front of pedestrian34, and to the back of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_054,advtest_only_l2,advtest,scene-0035_frame14::barrier1|car5|car10,scene-0035_frame14,barrier1|car5|car10,converge,106,124,"Identify the car located to the front of barrier1 and to the back of car11, and to the back of car4, and to the back right of car10.",car5,"The car is located to the front of barrier 1 and to the back of car 11, and to the back of car 4, and to the back right of car 10.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame14_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_055,advtest_only_l2,advtest,scene-0099_frame35::barrier27|barrier1|pedestrian4,scene-0099_frame35,barrier27|barrier1|pedestrian4,converge,626,10,"There is a barrier to the front of barrier11 and to the front of car11, and to the back left of pedestrian4, and to the back of barrier27; what is it?",barrier1,It is a construction barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_056,advtest_only_l2,advtest,scene-0097_frame37::car13|car2|car4,scene-0097_frame37,car13|car2|car4,converge,504,16,"Which car can be found to the front of car4 and to the front of truck2, and to the back right of car13, and to the back left of car8?",car2,"The car that can be found to the front of car4 and to the front of truck2, and to the back right of car13, and to the back left of car8 is a black car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_057,advtest_only_l2,advtest,scene-0035_frame39::bus1|car1|pedestrian3,scene-0035_frame39,bus1|car1|pedestrian3,converge,179,150,"What car is to the back of bicycle1 and to the back of bus1, and to the back right of pedestrian3?",car1,The car is to the back of bicycle1 and to the back right of pedestrian3.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
